signal_index,signal_time,entry_index,entry_time,exit_index,exit_time,direction,entry,stop,target,exit_price,gross_r,cost_r,net_r,outcome,structure_key,symbol_metadata_version,spread_price,spread_points,spread_pips,entry_slippage_price,exit_slippage_price,slippage_price_round_trip,commission_usd_round_turn,commission,spread_r,slippage_r,commission_r,swap_r,price_cost_round_trip,total_cost,total_cost_r,partial_taken,break_even_activated,ambiguous_bar,unresolved_open_position,management_events,experiment_id,strategy_id,strategy_version,symbol
70749,2026-06-03 15:00,70750,2026-06-03 15:05,70755,2026-06-03 15:30,short,1.16163,1.16231,1.16027,1.16027,1.5,0.455882,1.044118,TARGET,ST-C1|1.0.0|EURUSD|short|sweep@2026-06-03 12:20@1.16155|poi@bearish_order_block@2026-06-03 14:50@1.16202@1.16227|confirm@2026-06-03 15:00|choch@2026-06-03 15:00@1.16227,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.3676470588,0.0882352941,0.0,0.0,0.00031,0.00031,0.4558823529,True,True,False,False,"({'event': '+1R_REACHED', 'bar': 3}, {'event': 'PARTIAL_TAKEN', 'fraction': 0.5, 'bar': 3}, {'event': 'BREAK_EVEN_ACTIVATED', 'new_stop': 1.16163, 'bar': 3})",baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
70955,2026-06-04 08:10,70956,2026-06-04 08:15,70961,2026-06-04 08:40,short,1.16084,1.16104,1.16044,1.16084,0.5,1.55,-1.05,STOP,ST-C1|1.0.0|EURUSD|short|sweep@2026-06-04 05:05@1.16102|poi@bearish_order_block@2026-06-04 07:55@1.16087@1.16101|confirm@2026-06-04 08:10|choch@2026-06-04 08:10@1.16107,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,1.25,0.3,0.0,0.0,0.00031,0.00031,1.55,True,True,False,False,"({'event': '+1R_REACHED', 'bar': 1}, {'event': 'PARTIAL_TAKEN', 'fraction': 0.5, 'bar': 1}, {'event': 'BREAK_EVEN_ACTIVATED', 'new_stop': 1.16084, 'bar': 1})",baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
71588,2026-06-08 12:55,71589,2026-06-08 13:00,71595,2026-06-08 13:30,long,1.15126,1.15037,1.15304,1.15304,2.0,0.348315,1.651685,TARGET,ST-C1|1.0.0|EURUSD|long|sweep@2026-06-08 11:40@1.15144|poi@bullish_order_block@2026-06-08 12:40@1.15043@1.15091|confirm@2026-06-08 12:55|choch@2026-06-08 12:55@1.14999,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.2808988764,0.0674157303,0.0,0.0,0.00031,0.00031,0.3483146067,False,False,False,False,(),baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
72404,2026-06-11 08:55,72405,2026-06-11 09:00,72408,2026-06-11 09:15,short,1.15474,1.15501,1.15421,1.15474,0.5,1.148148,-0.648148,STOP,ST-C1|1.0.0|EURUSD|short|sweep@2026-06-11 07:30@1.15478|poi@bearish_order_block@2026-06-11 08:40@1.15486@1.15498|confirm@2026-06-11 08:55|choch@2026-06-11 08:55@1.15514,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.9259259259,0.2222222222,0.0,0.0,0.00031,0.00031,1.1481481481,True,True,False,False,"({'event': '+1R_REACHED', 'bar': 0}, {'event': 'PARTIAL_TAKEN', 'fraction': 0.5, 'bar': 0}, {'event': 'BREAK_EVEN_ACTIVATED', 'new_stop': 1.15474, 'bar': 0})",baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
72745,2026-06-12 13:20,72746,2026-06-12 13:25,72783,2026-06-12 16:30,short,1.1577,1.15858,1.15594,1.1577,0.5,0.352273,0.147727,STOP,ST-C1|1.0.0|EURUSD|short|sweep@2026-06-12 09:35@1.15683|poi@bearish_order_block@2026-06-12 13:05@1.15834@1.15852|confirm@2026-06-12 13:20|choch@2026-06-12 13:20@1.15895,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.2840909091,0.0681818182,0.0,0.0,0.00031,0.00031,0.3522727273,True,True,False,False,"({'event': '+1R_REACHED', 'bar': 20}, {'event': 'PARTIAL_TAKEN', 'fraction': 0.5, 'bar': 20}, {'event': 'BREAK_EVEN_ACTIVATED', 'new_stop': 1.1577, 'bar': 20})",baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
74184,2026-06-19 13:15,74185,2026-06-19 13:20,74190,2026-06-19 13:45,short,1.14558,1.14625,1.14424,1.14625,-1.0,0.462687,-1.462687,STOP,ST-C1|1.0.0|EURUSD|short|sweep@2026-06-19 10:40@1.14473|poi@bearish_order_block@2026-06-19 13:00@1.14591@1.14621|confirm@2026-06-19 13:15|choch@2026-06-19 13:15@1.14647,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.3731343284,0.0895522388,0.0,0.0,0.00031,0.00031,0.4626865672,False,False,False,False,(),baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
74476,2026-06-22 13:35,74477,2026-06-22 13:40,74493,2026-06-22 15:00,short,1.1455,1.1462,1.1441,1.1455,0.5,0.442857,0.057143,STOP,ST-C1|1.0.0|EURUSD|short|sweep@2026-06-22 12:50@1.14615|poi@bearish_order_block@2026-06-22 13:25@1.14588@1.14615|confirm@2026-06-22 13:35|choch@2026-06-22 13:35@1.14637,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.3571428571,0.0857142857,0.0,0.0,0.00031,0.00031,0.4428571429,True,True,False,False,"({'event': '+1R_REACHED', 'bar': 15}, {'event': 'PARTIAL_TAKEN', 'fraction': 0.5, 'bar': 15}, {'event': 'BREAK_EVEN_ACTIVATED', 'new_stop': 1.1455, 'bar': 15})",baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
75908,2026-06-29 12:55,75909,2026-06-29 13:00,75936,2026-06-29 15:15,long,1.14033,1.13964,1.1417,1.14033,0.5,0.449275,0.050725,STOP,ST-C1|1.0.0|EURUSD|long|sweep@2026-06-29 12:40@1.13977|poi@bullish_order_block@2026-06-29 12:40@1.13969@1.13996|confirm@2026-06-29 12:55|choch@2026-06-29 12:55@1.13969,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.3623188406,0.0869565217,0.0,0.0,0.00031,0.00031,0.4492753623,True,True,False,False,"({'event': '+1R_REACHED', 'bar': 23}, {'event': 'PARTIAL_TAKEN', 'fraction': 0.5, 'bar': 23}, {'event': 'BREAK_EVEN_ACTIVATED', 'new_stop': 1.14033, 'bar': 23})",baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
78454,2026-07-10 09:05,78455,2026-07-10 09:10,78459,2026-07-10 09:30,long,1.14416,1.14363,1.14522,1.14416,0.5,0.584906,-0.084906,STOP,ST-C1|1.0.0|EURUSD|long|sweep@2026-07-10 06:40@1.14537|poi@bullish_order_block@2026-07-10 08:35@1.14366@1.14385|confirm@2026-07-10 09:05|choch@2026-07-10 09:05@1.14357,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.4716981132,0.1132075472,0.0,0.0,0.00031,0.00031,0.5849056604,True,True,False,False,"({'event': '+1R_REACHED', 'bar': 2}, {'event': 'PARTIAL_TAKEN', 'fraction': 0.5, 'bar': 2}, {'event': 'BREAK_EVEN_ACTIVATED', 'new_stop': 1.14416, 'bar': 2})",baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
79959,2026-07-17 14:30,79960,2026-07-17 14:35,79973,2026-07-17 15:40,long,1.14327,1.14273,1.14434,1.14273,-1.0,0.574074,-1.574074,STOP,ST-C1|1.0.0|EURUSD|long|sweep@2026-07-17 13:50@1.14313|poi@bullish_order_block@2026-07-17 14:20@1.14278@1.14306|confirm@2026-07-17 14:30|choch@2026-07-17 14:30@1.14245,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.462962963,0.1111111111,0.0,0.0,0.00031,0.00031,0.5740740741,False,False,False,False,(),baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
71,2025-06-02 13:20,72,2025-06-02 13:25,75,2025-06-02 13:40,long,3349.82,3345.13611,3359.18779,3345.13611,-1.0,0.074724,-1.074724,STOP,ST-C1|1.0.0|XAUUSD|long|sweep@2025-06-02 12:00@3350.06000|poi@bullish_order_block@2025-06-02 13:10@3345.49000@3347.90000|confirm@2025-06-02 13:20|choch@2025-06-02 13:20@3345.49000,symbol-metadata-v1,0.25,25.0,2.5,0.05,0.05,0.1,0.0,0.0,0.0533744388,0.0213497755,0.0,0.0,0.35,0.35,0.0747242143,False,False,False,False,(),baseline,ST-C1,1.0.0:21f874e75b4864aa,XAUUSD
292,2025-06-03 08:45,293,2025-06-03 08:50,303,2025-06-03 09:40,long,3364.93,3357.341,3380.108,3357.341,-1.0,0.046119,-1.046119,STOP,ST-C1|1.0.0|XAUUSD|long|sweep@2025-06-03 06:35@3364.42000|poi@bullish_order_block@2025-06-03 08:30@3357.74000@3360.26000|confirm@2025-06-03 08:45|choch@2025-06-03 08:45@3356.32000,symbol-metadata-v1,0.25,25.0,2.5,0.05,0.05,0.1,0.0,0.0,0.0329424167,0.0131769667,0.0,0.0,0.35,0.35,0.0461193833,False,False,False,False,(),baseline,ST-C1,1.0.0:21f874e75b4864aa,XAUUSD
358,2025-06-03 14:15,359,2025-06-03 14:20,367,2025-06-03 15:00,long,3357.3,3355.09296,3361.71407,3357.3,0.5,0.158583,0.341417,STOP,ST-C1|1.0.0|XAUUSD|long|sweep@2025-06-03 14:10@3354.90000|poi@bullish_order_block@2025-06-03 14:05@3355.35000@3357.25000|confirm@2025-06-03 14:15|choch@2025-06-03 14:15@3354.90000,symbol-metadata-v1,0.25,25.0,2.5,0.05,0.05,0.1,0.0,0.0,0.1132738872,0.0453095549,0.0,0.0,0.35,0.35,0.1585834421,True,True,False,False,"({'event': '+1R_REACHED', 'bar': 3}, {'event': 'PARTIAL_TAKEN', 'fraction': 0.5, 'bar': 3}, {'event': 'BREAK_EVEN_ACTIVATED', 'new_stop': 3357.3, 'bar': 3})",baseline,ST-C1,1.0.0:21f874e75b4864aa,XAUUSD
576,2025-06-04 09:25,577,2025-06-04 09:30,594,2025-06-04 10:55,long,3355.41,3350.15657,3365.91686,3355.41,0.5,0.066623,0.433377,STOP,ST-C1|1.0.0|XAUUSD|long|sweep@2025-06-04 08:25@3351.47000|poi@bullish_order_block@2025-06-04 09:15@3350.67000@3354.97000|confirm@2025-06-04 09:25|choch@2025-06-04 09:25@3349.01000,symbol-metadata-v1,0.25,25.0,2.5,0.05,0.05,0.1,0.0,0.0,0.0475879568,0.0190351827,0.0,0.0,0.35,0.35,0.0666231395,True,True,False,False,"({'event': '+1R_REACHED', 'bar': 7}, {'event': 'PARTIAL_TAKEN', 'fraction': 0.5, 'bar': 7}, {'event': 'BREAK_EVEN_ACTIVATED', 'new_stop': 3355.41, 'bar': 7})",baseline,ST-C1,1.0.0:21f874e75b4864aa,XAUUSD
849,2025-06-05 09:10,850,2025-06-05 09:15,887,2025-06-05 12:20,long,3367.96,3360.92643,3382.02714,3382.02714,1.5,0.049761,1.450239,TARGET,ST-C1|1.0.0|XAUUSD|long|sweep@2025-06-05 07:15@3368.24000|poi@bullish_order_block@2025-06-05 08:50@3361.31000@3363.20000|confirm@2025-06-05 09:10|choch@2025-06-05 09:10@3361.14000,symbol-metadata-v1,0.25,25.0,2.5,0.05,0.05,0.1,0.0,0.0,0.0355438277,0.0142175311,0.0,0.0,0.35,0.35,0.0497613587,True,True,False,False,"({'event': '+1R_REACHED', 'bar': 29}, {'event': 'PARTIAL_TAKEN', 'fraction': 0.5, 'bar': 29}, {'event': 'BREAK_EVEN_ACTIVATED', 'new_stop': 3367.96, 'bar': 29})",baseline,ST-C1,1.0.0:21f874e75b4864aa,XAUUSD
1387,2025-06-09 08:00,1388,2025-06-09 08:05,1393,2025-06-09 08:30,short,3309.93,3312.38364,3305.02271,3312.38364,-1.0,0.142645,-1.142645,STOP,ST-C1|1.0.0|XAUUSD|short|sweep@2025-06-09 07:40@3313.10000|poi@bearish_order_block@2025-06-09 07:55@3311.39000@3312.11000|confirm@2025-06-09 08:00|choch@2025-06-09 08:00@3313.41000,symbol-metadata-v1,0.25,25.0,2.5,0.05,0.05,0.1,0.0,0.0,0.1018894377,0.0407557751,0.0,0.0,0.35,0.35,0.1426452128,False,False,False,False,(),baseline,ST-C1,1.0.0:21f874e75b4864aa,XAUUSD
1434,2025-06-09 11:55,1435,2025-06-09 12:00,1465,2025-06-09 14:30,short,3319.75,3325.81254,3307.62493,3319.75,0.5,0.057732,0.442268,STOP,ST-C1|1.0.0|XAUUSD|short|sweep@2025-06-09 07:40@3313.10000|poi@bearish_order_block@2025-06-09 11:35@3322.58000@3325.50000|confirm@2025-06-09 11:55|choch@2025-06-09 11:55@3325.50000,symbol-metadata-v1,0.25,25.0,2.5,0.05,0.05,0.1,0.0,0.0,0.0412368413,0.0164947365,0.0,0.0,0.35,0.35,0.0577315779,True,True,False,False,"({'event': '+1R_REACHED', 'bar': 20}, {'event': 'PARTIAL_TAKEN', 'fraction': 0.5, 'bar': 20}, {'event': 'BREAK_EVEN_ACTIVATED', 'new_stop': 3319.75, 'bar': 20})",baseline,ST-C1,1.0.0:21f874e75b4864aa,XAUUSD
1947,2025-06-11 08:40,1948,2025-06-11 08:45,1960,2025-06-11 09:45,short,3338.47,3342.5645,3330.281,3338.47,0.5,0.085481,0.414519,STOP,ST-C1|1.0.0|XAUUSD|short|sweep@2025-06-11 06:10@3339.50000|poi@bearish_order_block@2025-06-11 08:30@3339.56000@3342.29000|confirm@2025-06-11 08:40|choch@2025-06-11 08:40@3343.06000,symbol-metadata-v1,0.25,25.0,2.5,0.05,0.05,0.1,0.0,0.0,0.0610575162,0.0244230065,0.0,0.0,0.35,0.35,0.0854805227,True,True,False,False,"({'event': '+1R_REACHED', 'bar': 8}, {'event': 'PARTIAL_TAKEN', 'fraction': 0.5, 'bar': 8}, {'event': 'BREAK_EVEN_ACTIVATED', 'new_stop': 3338.47, 'bar': 8})",baseline,ST-C1,1.0.0:21f874e75b4864aa,XAUUSD
2566,2025-06-13 14:15,2567,2025-06-13 14:20,2581,2025-06-13 15:30,long,3418.11,3412.58971,3429.15057,3429.15057,1.499999,0.063402,1.436597,TARGET,ST-C1|1.0.0|XAUUSD|long|sweep@2025-06-13 12:30@3421.78000|poi@bullish_order_block@2025-06-13 14:05@3413.17000@3415.46000|confirm@2025-06-13 14:15|choch@2025-06-13 14:15@3411.58000,symbol-metadata-v1,0.25,25.0,2.5,0.05,0.05,0.1,0.0,0.0,0.0452874758,0.0181149903,0.0,0.0,0.35,0.35,0.0634024662,True,True,False,False,"({'event': '+1R_REACHED', 'bar': 8}, {'event': 'PARTIAL_TAKEN', 'fraction': 0.5, 'bar': 8}, {'event': 'BREAK_EVEN_ACTIVATED', 'new_stop': 3418.11, 'bar': 8})",baseline,ST-C1,1.0.0:21f874e75b4864aa,XAUUSD
3119,2025-06-17 14:20,3120,2025-06-17 14:25,3142,2025-06-17 16:15,short,3394.14,3400.48111,3381.45779,3394.14,0.5,0.055195,0.444805,STOP,ST-C1|1.0.0|XAUUSD|short|sweep@2025-06-17 14:10@3398.68000|poi@bearish_order_block@2025-06-17 14:10@3396.93000@3400.07000|confirm@2025-06-17 14:20|choch@2025-06-17 14:20@3400.07000,symbol-metadata-v1,0.25,25.0,2.5,0.05,0.05,0.1,0.0,0.0,0.0394252741,0.0157701096,0.0,0.0,0.35,0.35,0.0551953838,True,True,False,False,"({'event': '+1R_REACHED', 'bar': 7}, {'event': 'PARTIAL_TAKEN', 'fraction': 0.5, 'bar': 7}, {'event': 'BREAK_EVEN_ACTIVATED', 'new_stop': 3394.14, 'bar': 7})",baseline,ST-C1,1.0.0:21f874e75b4864aa,XAUUSD
3341,2025-06-18 09:50,3342,2025-06-18 09:55,3347,2025-06-18 10:20,long,3384.4,3379.83454,3399.94,3379.83454,-1.0,0.076663,-1.076663,STOP,ST-C1|1.0.0|XAUUSD|long|sweep@2025-06-18 09:05@3384.20000|poi@bullish_order_block@2025-06-18 09:40@3380.20000@3382.38000|confirm@2025-06-18 09:50|choch@2025-06-18 09:50@3384.20000,symbol-metadata-v1,0.25,25.0,2.5,0.05,0.05,0.1,0.0,0.0,0.0547589947,0.0219035979,0.0,0.0,0.35,0.35,0.0766625926,False,False,False,False,(),baseline,ST-C1,1.0.0:21f874e75b4864aa,XAUUSD
3899,2025-06-20 14:00,3900,2025-06-20 14:05,3906,2025-06-20 14:35,short,3354.75,3357.60111,3349.04779,3354.75,0.5,0.122759,0.377241,STOP,ST-C1|1.0.0|XAUUSD|short|sweep@2025-06-20 11:30@3349.70000|poi@bearish_order_block@2025-06-20 13:45@3355.86000@3357.37000|confirm@2025-06-20 14:00|choch@2025-06-20 14:00@3357.42000,symbol-metadata-v1,0.25,25.0,2.5,0.05,0.05,0.1,0.0,0.0,0.0876851472,0.0350740589,0.0,0.0,0.35,0.35,0.1227592061,True,True,False,False,"({'event': '+1R_REACHED', 'bar': 4}, {'event': 'PARTIAL_TAKEN', 'fraction': 0.5, 'bar': 4}, {'event': 'BREAK_EVEN_ACTIVATED', 'new_stop': 3354.75, 'bar': 4})",baseline,ST-C1,1.0.0:21f874e75b4864aa,XAUUSD
4713,2025-06-25 12:55,4714,2025-06-25 13:00,4719,2025-06-25 13:25,long,3325.26,3322.19057,3331.39886,3325.26,0.5,0.114028,0.385972,STOP,ST-C1|1.0.0|XAUUSD|long|sweep@2025-06-25 12:00@3326.46000|poi@bullish_order_block@2025-06-25 12:40@3322.47000@3323.94000|confirm@2025-06-25 12:55|choch@2025-06-25 12:55@3321.54000,symbol-metadata-v1,0.25,25.0,2.5,0.05,0.05,0.1,0.0,0.0,0.0814483471,0.0325793388,0.0,0.0,0.35,0.35,0.1140276859,True,True,False,False,"({'event': '+1R_REACHED', 'bar': 2}, {'event': 'PARTIAL_TAKEN', 'fraction': 0.5, 'bar': 2}, {'event': 'BREAK_EVEN_ACTIVATED', 'new_stop': 3325.26, 'bar': 2})",baseline,ST-C1,1.0.0:21f874e75b4864aa,XAUUSD
4936,2025-06-26 08:30,4937,2025-06-26 08:35,4941,2025-06-26 08:55,long,3336.8,3333.66064,3343.07871,3333.66064,-1.0,0.111488,-1.111488,STOP,ST-C1|1.0.0|XAUUSD|long|sweep@2025-06-26 06:45@3338.00000|poi@bullish_order_block@2025-06-26 08:25@3333.90000@3335.70000|confirm@2025-06-26 08:30|choch@2025-06-26 08:30@3333.12000,symbol-metadata-v1,0.25,25.0,2.5,0.05,0.05,0.1,0.0,0.0,0.0796340655,0.0318536262,0.0,0.0,0.35,0.35,0.1114876918,False,False,False,False,(),baseline,ST-C1,1.0.0:21f874e75b4864aa,XAUUSD
5000,2025-06-26 13:50,5001,2025-06-26 13:55,5008,2025-06-26 14:30,long,3341.65,3338.57386,3347.80229,3338.57386,-1.0,0.113779,-1.113779,STOP,ST-C1|1.0.0|XAUUSD|long|sweep@2025-06-26 11:10@3344.89000|poi@bullish_order_block@2025-06-26 13:40@3338.84000@3340.45000|confirm@2025-06-26 13:50|choch@2025-06-26 13:50@3338.42000,symbol-metadata-v1,0.25,25.0,2.5,0.05,0.05,0.1,0.0,0.0,0.0812706834,0.0325082734,0.0,0.0,0.35,0.35,0.1137789567,False,False,False,False,(),baseline,ST-C1,1.0.0:21f874e75b4864aa,XAUUSD
5566,2025-06-30 15:00,5567,2025-06-30 15:05,5572,2025-06-30 15:30,long,3281.94,3277.01554,3291.78893,3281.94,0.5,0.071074,0.428926,STOP,ST-C1|1.0.0|XAUUSD|long|sweep@2025-06-30 13:25@3285.55000|poi@bullish_order_block@2025-06-30 14:55@3277.39000@3280.08000|confirm@2025-06-30 15:00|choch@2025-06-30 15:00@3276.77000,symbol-metadata-v1,0.25,25.0,2.5,0.05,0.05,0.1,0.0,0.0,0.0507669876,0.0203067951,0.0,0.0,0.35,0.35,0.0710737827,True,True,False,False,"({'event': '+1R_REACHED', 'bar': 3}, {'event': 'PARTIAL_TAKEN', 'fraction': 0.5, 'bar': 3}, {'event': 'BREAK_EVEN_ACTIVATED', 'new_stop': 3281.94, 'bar': 3})",baseline,ST-C1,1.0.0:21f874e75b4864aa,XAUUSD
6109,2025-07-02 14:15,6110,2025-07-02 14:20,6121,2025-07-02 15:15,short,3342.03,3345.91575,3334.2585,3342.03,0.5,0.090073,0.409927,STOP,ST-C1|1.0.0|XAUUSD|short|sweep@2025-07-02 13:55@3345.16000|poi@bearish_order_block@2025-07-02 14:10@3344.67000@3345.63000|confirm@2025-07-02 14:15|choch@2025-07-02 14:15@3347.68000,symbol-metadata-v1,0.25,25.0,2.5,0.05,0.05,0.1,0.0,0.0,0.064337644,0.0257350576,0.0,0.0,0.35,0.35,0.0900727015,True,True,False,False,"({'event': '+1R_REACHED', 'bar': 10}, {'event': 'PARTIAL_TAKEN', 'fraction': 0.5, 'bar': 10}, {'event': 'BREAK_EVEN_ACTIVATED', 'new_stop': 3342.03, 'bar': 10})",baseline,ST-C1,1.0.0:21f874e75b4864aa,XAUUSD
6356,2025-07-03 11:50,6357,2025-07-03 11:55,6358,2025-07-03 12:00,long,3356.43,3354.19964,3360.89071,3354.19964,-1.0,0.156925,-1.156925,STOP,ST-C1|1.0.0|XAUUSD|long|sweep@2025-07-03 11:20@3352.52000|poi@bullish_order_block@2025-07-03 11:35@3354.49000@3356.85000|confirm@2025-07-03 11:50|choch@2025-07-03 11:50@3351.67000,symbol-metadata-v1,0.25,25.0,2.5,0.05,0.05,0.1,0.0,0.0,0.1120895281,0.0448358113,0.0,0.0,0.35,0.35,0.1569253394,False,False,False,False,(),baseline,ST-C1,1.0.0:21f874e75b4864aa,XAUUSD
6655,2025-07-04 13:45,6656,2025-07-04 13:50,6702,2025-07-04 17:40,long,3337.21,3331.19664,3349.23671,3331.19664,-1.0,0.058204,-1.058204,STOP,ST-C1|1.0.0|XAUUSD|long|sweep@2025-07-04 13:40@3333.32000|poi@bullish_order_block@2025-07-04 13:40@3331.49000@3334.50000|confirm@2025-07-04 13:45|choch@2025-07-04 13:45@3333.32000,symbol-metadata-v1,0.25,25.0,2.5,0.05,0.05,0.1,0.0,0.0,0.041574095,0.016629638,0.0,0.0,0.35,0.35,0.058203733,False,False,False,False,(),baseline,ST-C1,1.0.0:21f874e75b4864aa,XAUUSD
6813,2025-07-07 08:05,6814,2025-07-07 08:10,6837,2025-07-07 10:05,long,3311.46,3306.66479,3321.05043,3306.66479,-1.0,0.07299,-1.07299,STOP,ST-C1|1.0.0|XAUUSD|long|sweep@2025-07-07 07:00@3309.74000|poi@bullish_order_block@2025-07-07 08:00@3307.01000@3308.28000|confirm@2025-07-07 08:05|choch@2025-07-07 08:05@3305.32000,symbol-metadata-v1,0.25,25.0,2.5,0.05,0.05,0.1,0.0,0.0,0.0521353601,0.020854144,0.0,0.0,0.35,0.35,0.0729895041,False,False,False,False,(),baseline,ST-C1,1.0.0:21f874e75b4864aa,XAUUSD
7155,2025-07-08 13:35,7156,2025-07-08 13:40,7168,2025-07-08 14:40,long,3324.87,3320.12689,3334.35621,3320.12689,-1.0,0.073791,-1.073791,STOP,ST-C1|1.0.0|XAUUSD|long|sweep@2025-07-08 13:20@3321.10000|poi@bullish_order_block@2025-07-08 13:20@3320.43000@3322.62000|confirm@2025-07-08 13:35|choch@2025-07-08 13:35@3320.43000,symbol-metadata-v1,0.25,25.0,2.5,0.05,0.05,0.1,0.0,0.0,0.0527080333,0.0210832133,0.0,0.0,0.35,0.35,0.0737912467,False,False,False,False,(),baseline,ST-C1,1.0.0:21f874e75b4864aa,XAUUSD
7636,2025-07-10 07:40,7637,2025-07-10 07:45,7642,2025-07-10 08:10,long,3318.45,3315.68436,3323.98129,3323.98129,1.500002,0.126553,1.373449,TARGET,ST-C1|1.0.0|XAUUSD|long|sweep@2025-07-10 06:15@3318.12000|poi@bullish_order_block@2025-07-10 07:25@3315.91000@3317.52000|confirm@2025-07-10 07:40|choch@2025-07-10 07:40@3315.52000,symbol-metadata-v1,0.25,25.0,2.5,0.05,0.05,0.1,0.0,0.0,0.0903949899,0.036157996,0.0,0.0,0.35,0.35,0.1265529859,True,True,False,False,"({'event': '+1R_REACHED', 'bar': 1}, {'event': 'PARTIAL_TAKEN', 'fraction': 0.5, 'bar': 1}, {'event': 'BREAK_EVEN_ACTIVATED', 'new_stop': 3318.45, 'bar': 1})",baseline,ST-C1,1.0.0:21f874e75b4864aa,XAUUSD
8188,2025-07-14 07:40,8189,2025-07-14 07:45,8218,2025-07-14 10:10,long,3359.66,3353.68807,3371.60386,3371.60386,1.5,0.058608,1.441392,TARGET,ST-C1|1.0.0|XAUUSD|long|sweep@2025-07-14 07:05@3355.41000|poi@bullish_order_block@2025-07-14 07:15@3353.99000@3356.15000|confirm@2025-07-14 07:40|choch@2025-07-14 07:40@3353.75000,symbol-metadata-v1,0.25,25.0,2.5,0.05,0.05,0.1,0.0,0.0,0.0418625135,0.0167450054,0.0,0.0,0.35,0.35,0.0586075188,True,True,False,False,"({'event': '+1R_REACHED', 'bar': 25}, {'event': 'PARTIAL_TAKEN', 'fraction': 0.5, 'bar': 25}, {'event': 'BREAK_EVEN_ACTIVATED', 'new_stop': 3359.66, 'bar': 25})",baseline,ST-C1,1.0.0:21f874e75b4864aa,XAUUSD
11225,2025-07-29 07:45,11226,2025-07-29 07:50,11253,2025-07-29 10:05,long,3314.26,3308.71536,3325.34929,3314.26,0.5,0.063124,0.436876,STOP,ST-C1|1.0.0|XAUUSD|long|sweep@2025-07-29 06:00@3317.73000|poi@bullish_order_block@2025-07-29 07:25@3308.98000@3311.01000|confirm@2025-07-29 07:45|choch@2025-07-29 07:45@3308.98000,symbol-metadata-v1,0.25,25.0,2.5,0.05,0.05,0.1,0.0,0.0,0.0450885901,0.018035436,0.0,0.0,0.35,0.35,0.0631240261,True,True,False,False,"({'event': '+1R_REACHED', 'bar': 12}, {'event': 'PARTIAL_TAKEN', 'fraction': 0.5, 'bar': 12}, {'event': 'BREAK_EVEN_ACTIVATED', 'new_stop': 3314.26, 'bar': 12})",baseline,ST-C1,1.0.0:21f874e75b4864aa,XAUUSD
11833,2025-07-31 12:25,11834,2025-07-31 12:30,11850,2025-07-31 13:50,short,3307.36,3312.80175,3296.4765,3296.4765,1.5,0.064318,1.435682,TARGET,ST-C1|1.0.0|XAUUSD|short|sweep@2025-07-31 10:20@3302.21000|poi@bearish_order_block@2025-07-31 12:10@3310.41000@3312.42000|confirm@2025-07-31 12:25|choch@2025-07-31 12:25@3313.03000,symbol-metadata-v1,0.25,25.0,2.5,0.05,0.05,0.1,0.0,0.0,0.0459411035,0.0183764414,0.0,0.0,0.35,0.35,0.0643175449,True,True,False,False,"({'event': '+1R_REACHED', 'bar': 13}, {'event': 'PARTIAL_TAKEN', 'fraction': 0.5, 'bar': 13}, {'event': 'BREAK_EVEN_ACTIVATED', 'new_stop': 3307.36, 'bar': 13})",baseline,ST-C1,1.0.0:21f874e75b4864aa,XAUUSD
